"team","birth_date","age","player_id","position","full_name"
"NULL","1988-08-02","33","642","WR","Golden Tate"
"TEN","1999-06-27","26","9999","QB","Will Levis"
"NULL","1988-08-25","32","564","RB","Dexter McCluster"
"NULL","1995-12-23","26","6420","WR","Jon'Vea Johnson"
"LAC","2002-02-28","23","12509","WR","Tre' Harris"
"NULL","1988-08-25","32","968","WR","Greg Salas"
"NULL","1992-01-03","30","2485","WR","Kaelin Clay"
"NULL","1995-06-02","26","6373","WR","A.J. Richardson"
"NULL","1993-06-16","28","4614","WR","Riley McCarron"
"NULL","NULL","NULL","8256","TE","Player Invalid"
"NULL","1994-07-07","27","3384","WR","Demarcus Ayers"
"NULL","1997-08-02","24","7990","RB","Garrett Groshek"
"NULL","1991-12-27","30","1612","QB","Tyler Bray"
"NULL","1998-07-12","24","7279","WR","DeMichael Harris"
"LV","1996-11-09","28","5947","WR","Jakobi Meyers"
"NULL","1999-05-29","24","11529","WR","Ed Lee"
"LV","NULL","NULL","12690","QB","Tommy Mellott"
"NULL","1993-01-03","29","2580","WR","Titus Davis"
"DEN","2001-05-19","24","12778","WR","Jerjuan Newton"
"NULL","1999-11-27","23","11521","WR","Jadakis Bonds"
"MIN","2001-11-28","23","12946","WR","Dontae Fleming"
"NULL","1992-10-09","32","2790","WR","Nigel King"
"NULL","1999-09-14","23","8158","QB","Carson Strong"
"SF","2000-06-28","25","11651","RB","Isaac Guerendo"
"NULL","1998-09-17","24","8613","WR","Taysir Mack"
"NULL","1992-04-24","30","2462","WR","J.J. Nelson"
"NULL","1989-01-17","28","853","WR","Jeff Maehl"
"NULL","1994-02-07","24","3866","WR","Joe Hansley"
"NULL","1996-09-11","25","7353","TE","Bryce Sterk"
"NULL","1996-08-16","25","6246","RB","Jeremy Cox"
"NULL","1994-12-06","27","6237","QB","Wilton Speight"
"NULL","1993-05-13","28","3846","WR","Duke Williams"
"NULL","1995-12-04","26","6392","WR","Johnathan Lloyd"
"NULL","1988-11-08","33","817","WR","Jeremy Kerley"
"NULL","1998-03-02","26","8831","WR","Ethan Fernea"
"NULL","1998-05-31","24","8751","TE","Dylan Parham"
"NULL","2000-03-06","23","11189","WR","Zay Malone"
"NULL","1993-04-14","31","3593","WR","Anthony Kelly"
"NULL","1994-04-12","28","2360","TE","Maxx Williams"
"NULL","1988-07-31","34","830","WR","A.J. Green"
"NULL","2000-02-25","24","11960","TE","Steven Stilianos"
"NULL","NULL","NULL","11578","RB","Player Invalid"
"NULL","1999-08-12","25","12453","WR","Ontaria Wilson"
"MIN","2003-04-30","22","12700","TE","Gavin Bartholomew"
"NULL","1996-09-15","27","8068","WR","C.J. Saunders"
"NULL","1996-10-23","25","5977","WR","Terry Godwin"
"LAR","1993-01-01","32","3271","TE","Tyler Higbee"
"NULL","2000-09-07","22","11267","WR","Aron Cruickshank"
"NULL","NULL","NULL","2906","WR","Bell Braylon"
"NULL","NULL","NULL","7524","WR","Player Invalid"
"NULL","1990-10-20","31","1502","RB","Chris Thompson"
"CIN","2002-04-18","23","12761","WR","Jordan Moore"
"NULL","1981-08-04","36","72","WR","Kevin Walter"
"NULL","1997-02-18","24","7457","WR","Michael Dereus"
"NULL","1998-07-01","25","7174","WR","Juwan Green"
"MIN","2002-12-14","22","12940","RB","Tre Stewart"
"NULL","1992-03-03","29","2342","WR","Devin Smith"
"NULL","1994-01-21","27","3208","RB","Kenneth Dixon"
"HOU","1995-12-27","29","4988","RB","Nick Chubb"
"NULL","1995-11-22","26","4778","WR","Reggie Davis"
"NULL","1991-03-17","34","1535","RB","Cordarrelle Patterson"
"NULL","1985-05-25","34","5833","QB","Kevin O'Connell"
"SF","2000-09-09","24","11638","WR","Ricky Pearsall"
"TB","2002-10-14","22","12514","WR","Emeka Egbuka"
"TB","1998-03-06","27","7605","QB","Kyle Trask"
"NULL","2000-04-23","22","8218","RB","Max Borghi"
"NULL","1996-10-09","25","7435","RB","Cameron Scarlett"
"NULL","1991-01-24","30","1891","TE","Ryan Hewitt"
"NULL","1996-10-07","25","6317","QB","Jacob Dolegala"
"HOU","1999-03-19","26","7569","WR","Nico Collins"
"NULL","1991-07-17","27","2584","WR","Austin Hill"
"DET","1996-06-15","29","6659","RB","Craig Reynolds"
"NULL","1988-12-09","31","887","WR","Denarius Moore"
"NULL","1997-12-15","24","8090","TE","Daniel Crawford"
"NULL","NULL","NULL","11594","TE","Player Invalid"
"NULL","1989-07-27","30","4770","WR","Duplicate Player"
"CAR","2001-07-25","24","9228","QB","Bryce Young"
"LAR","2003-03-07","22","12487","TE","Terrance Ferguson"
"NULL","NULL","NULL","8694","WR","Henry Litwin"
"NULL","NULL","NULL","7544","RB","Player Invalid"
"DET","2000-01-28","25","10221","WR","Ronnie Bell"
"NULL","1991-12-23","28","1880","RB","Lorenzo Taliaferro"
"NULL","1995-02-15","26","6195","WR","Damon Sheehy-Guiseppi"
"NULL","1982-11-04","37","279","WR","Devin Hester"
"NULL","1993-11-03","29","4131","WR","Kenny Golladay"
"MIN","1997-03-21","28","5973","TE","Josh Oliver"
"NULL","1999-01-23","25","11367","WR","Daewood Davis"
"NULL","1998-11-13","24","6870","WR","Bryan Edwards"
"MIN","1999-05-24","26","8408","RB","Jordan Mason"
"ATL","2003-02-28","22","12884","WR","Quincy Skinner"
"NULL","1998-06-16","25","8226","RB","Greg Bell"
"NULL","1991-11-22","26","3951","WR","Justin Berger"
"PIT","1995-01-27","30","5128","QB","Logan Woodside"
"TEN","1999-06-16","26","10869","WR","Matt Landers"
"WAS","2001-04-02","24","11650","WR","Luke McCaffrey"
"NULL","1997-12-23","24","7235","WR","Aleva Hifo"
"NULL","NULL","NULL","8798","QB","Felix Harper"
"NULL","1985-03-15","35","32","TE","Jacob Tamme"
"NULL","1994-01-17","28","6168","WR","John Ursua"
"NULL","1998-04-02","24","6988","RB","Raymond Calais"
"NULL","1992-04-17","32","2635","WR","Vernon Johnson"
"NULL","1996-01-25","25","6263","TE","Trevor Wood"
"CAR","1998-06-14","27","7021","RB","Rico Dowdle"
"NULL","NULL","NULL","11301","WR","Braxton Westfield"
"NULL","1993-11-02","24","3892","WR","Jarvis Turner"
"NO","2000-09-27","24","11895","WR","Mason Tipton"
"NULL","1984-09-28","32","230","WR","Robert Meachem"
"NULL","1996-12-21","25","7228","WR","Ahmad Wagner"
"NULL","1996-06-09","27","5260","WR","Vyncint Smith"
"NULL","1991-02-12","30","1701","WR","Eric Rogers"
"PIT","2001-06-19","24","11630","WR","Roman Wilson"
"CLE","1998-02-03","27","7083","QB","Tyler Huntley"
"NULL","1984-09-21","32","764","WR","Derek Hagan"
"DEN","2001-10-01","23","12735","TE","Caleb Lohner"
"NULL","1991-10-05","28","1463","RB","Knile Davis"
"NULL","NULL","NULL","12288","RB","Mathieu Severance"
"NULL","NULL","NULL","7570","WR","Player Invalid"
"NULL","1992-01-17","33","2636","WR","Jarred Haggins"
"DAL","2001-03-04","24","8137","WR","George Pickens"
"MIA","1998-06-19","27","5987","RB","Alexander Mattison"
"NULL","NULL","NULL","12046","QB","Chevan Cordeiro"
"NULL","1988-06-16","33","940","WR","Andre Holmes"
"NULL","1995-05-14","26","6396","TE","Austin Fort"
"NULL","1991-12-19","27","2946","WR","Diandre Campbell"
"NULL","2000-08-01","24","8179","RB","Snoop Conner"
"NULL","2000-08-01","24","12066","RB","Elijah Collins"
"NULL","1996-11-13","25","5070","WR","Jordan Lasley"
"NULL","2000-04-16","23","11504","WR","Jose Barbon"
"NULL","1996-10-09","26","5962","WR","KeeSean Johnson"
"TEN","2000-03-23","25","8135","WR","Treylon Burks"
"CAR","2000-06-02","25","7694","TE","Tommy Tremble"
"NULL","1999-06-22","23","8656","WR","Tyshaun James"
"NULL","1997-04-03","24","7418","QB","Broc Rutter"
"NULL","1997-01-06","25","6153","RB","Dexter Williams"
"HOU","2002-04-25","23","13053","WR","Daniel Jackson"
"GB","2000-11-03","24","9484","TE","Tucker Kraft"
"NO","1999-03-10","26","10215","QB","Jake Haener"
"NYG","2001-02-26","24","11597","TE","Theo Johnson"
"NULL","2000-08-28","24","11270","RB","Hassan Hall"
"NULL","1996-10-04","28","5076","RB","John Kelly"
"NULL","NULL","NULL","6091","WR","Jovon Durante"
"NYJ","2004-01-20","21","11576","RB","Braelon Allen"
"NULL","1994-03-03","31","3556","RB","Christian Powell"
"NULL","NULL","NULL","8169","WR","Tre Turner"
"NULL","1995-10-18","26","6371","QB","Drew Anderson"
"BUF","2000-03-27","25","7596","WR","Elijah Moore"
"BAL","1999-08-20","25","8799","TE","Zaire Mitchell-Paden"
"NYJ","2000-07-22","25","8146","WR","Garrett Wilson"
"NULL","1995-07-18","26","5262","WR","Steve Ishmael"
"WAS","1997-11-07","27","6040","TE","Tyree Jackson"
"NULL","1997-07-24","25","8543","WR","Drew Estrada"
"NULL","1995-06-30","29","5209","RB","Mike Boone"
"WAS","1995-05-17","30","4663","RB","Austin Ekeler"
"NULL","1996-08-13","25","7286","WR","Marvelle Ross"
"NULL","1991-10-31","28","2203","TE","Nic Jacobs"
"BAL","2002-01-17","23","9511","RB","Keaton Mitchell"
"NULL","1987-10-16","32","1059","RB","Bobby Rainey"
"NULL","1989-11-09","33","943","TE","Kyle Rudolph"
"ATL","1997-10-06","27","7521","WR","Chris Blair"
"NULL","1996-07-05","27","5902","WR","Penny Hart"
"NULL","1996-11-07","25","7352","WR","Matt Cole"
"CIN","2002-05-13","23","12543","RB","Tahj Brooks"
"NULL","NULL","NULL","6240","WR","Ron'quavion Tarver"
"NULL","1989-08-18","32","1217","WR","Laron Byrd"
"BUF","1997-01-10","28","7438","WR","Kristian Wilkerson"
"NULL","1986-08-04","34","736","RB","Joique Bell"
"NULL","1991-12-03","30","2436","WR","DeAndre Smelter"
"NULL","NULL","NULL","8186","WR","Devon Williams"
"NULL","NULL","NULL","6428","QB","Taylor Cornelius"
"DEN","2000-02-07","25","8208","RB","Tyler Badie"
"NULL","1991-03-07","30","1855","WR","Shaquelle Evans"
"DEN","1990-11-23","32","1604","WR","Nick Williams"
"NULL","1992-06-24","29","3817","WR","Marcus Tucker"
"NULL","NULL","NULL","8908","WR","Brandon Lewis"
"LAR","2000-11-25","24","11586","RB","Blake Corum"
"NULL","1991-02-12","26","1644","QB","Jeff Tuel"
"PHI","1998-10-13","26","11139","WR","Elijah Cooks"
"NULL","1995-12-22","26","6389","TE","Keenen Brown"
"NULL","1996-12-27","26","7339","WR","J.J. Koski"
"NYG","2000-09-22","24","8225","TE","Daniel Bellinger"
"CAR","NULL","NULL","12959","TE","Bryce Pierre"
"NYG","1998-04-19","27","5938","WR","Lil'Jordan Humphrey"
"NULL","NULL","NULL","8252","WR","Travell Harris"
"NULL","1995-12-30","26","5383","WR","Jalen Tolliver"
"NULL","1994-02-25","27","4322","RB","Dalton Crossan"
"PIT","2003-08-14","21","12504","RB","Kaleb Johnson"
"NULL","1991-05-06","30","1362","WR","Josh Boyce"
"NO","2001-01-10","24","12079","TE","Treyton Welch"
"SF","1999-09-25","25","11925","WR","Terique Owens"
"NULL","1997-11-03","24","7065","TE","Eli Wolf"
"NULL","1997-07-28","24","5950","WR","Nyqwan Murray"
"NULL","1990-08-22","31","3476","WR","Johnny Holton"
"NULL","1983-06-09","38","166","WR","Josh Cribbs"
"NULL","1992-09-23","29","2442","WR","Rashad Greene"
"HOU","2000-12-29","24","12474","RB","Woody Marks"
"NULL","1988-09-08","33","618","WR","Arrelious Benn"
"NULL","1995-05-21","26","4545","TE","Keith Towbridge"
"NULL","1995-12-03","26","5637","WR","Garrett Johnson"
"NULL","1992-03-28","29","2142","RB","Rajion Neal"
"NULL","1995-09-02","26","5274","RB","Roc Thomas"
"NULL","1995-01-24","26","5750","TE","Garrett Hudson"
"NULL","1993-12-08","28","4119","WR","ArDarius Stewart"
"LAR","1999-09-08","25","11644","RB","Cody Schrader"
"CHI","1996-06-25","25","6465","WR","Thomas Ives"
"KC","1996-11-22","28","4040","WR","JuJu Smith-Schuster"
"PIT","1997-06-04","28","8206","QB","Skylar Thompson"
"NULL","1997-05-15","25","7316","RB","Darius Bradwell"
"HOU","1999-11-18","25","12171","RB","British Brooks"
"NULL","1999-04-17","24","11214","QB","Tanner Morgan"
"NULL","1987-08-15","34","1246","TE","Dominique Jones"
"SF","1996-01-22","29","5110","WR","Russell Gage"
"NULL","1996-10-29","25","6363","WR","Michael Walker"
"MIA","1994-03-01","31","3321","WR","Tyreek Hill"
"MIN","1998-05-15","27","8013","WR","Tim Jones"
"NULL","1994-07-16","27","4571","TE","Blake Jarwin"
"GB","2001-06-07","24","13074","WR","Isaiah Neyor"
"NULL","2000-06-18","24","12198","WR","Wayne Ruby"
"ATL","1995-09-15","29","6185","QB","Easton Stick"
"NULL","2000-07-18","25","12224","WR","David White"
"NULL","1997-05-26","24","6361","WR","Raphael Leonard"
"NULL","1995-01-31","26","4153","TE","Jordan Leggett"
"NULL","1999-09-21","24","11081","WR","Cephus Johnson"
"NULL","1999-04-23","25","8197","TE","Peyton Hendershot"
"NULL","1995-07-20","26","6664","RB","A.J. Ouellette"
"TB","1993-08-21","31","2216","WR","Mike Evans"
"LAR","1999-10-07","25","7562","WR","Tutu Atwell"
"NULL","1996-11-28","25","6959","RB","LeVante Bellamy"
"NULL","1992-08-05","32","2674","WR","Paul Browning"
"NULL","1998-08-03","25","11357","WR","Tyler Adams"
"NULL","1992-11-15","29","3470","WR","Paul McRoberts"
"NYG","1996-12-15","25","7149","TE","Tommy Stevens"
"NULL","NULL","NULL","8817","TE","Nolan Givan"
"ATL","2000-04-15","25","8132","RB","Tyler Allgeier"
"NULL","1994-03-24","27","5762","WR","Josh Smith"
"NULL","1990-06-08","27","1915","TE","Rob Blanchflower"
"CAR","2002-09-12","22","12523","WR","Jimmy Horn"
"NULL","1994-04-16","27","3157","WR","William Fuller"
"TEN","2000-10-26","24","8254","RB","Julius Chestnut"
"TEN","1996-10-13","25","5288","TE","Donnie Ernsberger"
"NULL","1991-05-28","30","1790","TE","Blake Annen"
"ATL","1997-01-21","28","8107","TE","Nikola Kalinic"
"NULL","1998-09-27","24","11172","WR","Shae Wyatt"
"NULL","1991-12-08","33","6779","WR","Jordan Harris"
"DEN","2001-02-04","24","12489","RB","RJ Harvey"
"NULL","1986-11-11","35","350","QB","Mark Sanchez"
"NULL","1994-01-19","27","4324","WR","Trey Griffey"
"NULL","1986-11-10","33","352","TE","Chase Coffman"
"NULL","1988-07-17","33","963","TE","Luke Stocker"
"NULL","1996-12-11","26","7244","WR","Ja'Marcus Bradley"
"NULL","1994-06-25","27","3398","WR","Kenny Lawler"
"NULL","1996-01-26","25","5294","WR","Mikah Holder"
"NULL","1996-02-05","25","4519","RB","Devine Redding"
"NULL","1994-12-10","27","5259","RB","Lavon Coleman"
"NULL","1990-09-17","31","1333","WR","Russell Shepard"
"NULL","1990-11-10","29","1681","RB","George Winn"
"NULL","1990-10-04","31","2106","QB","David Fales"
"NULL","1998-04-20","25","7107","RB","Jason Huntley"
"NULL","2000-02-19","24","12283","RB","Dylan McDuffie"
"NULL","1993-05-04","25","3877","RB","Kelsey Young"
"NULL","1992-05-03","32","2161","RB","Jerick McKinnon"
"KC","1999-04-26","26","8157","QB","Bailey Zappe"
"NO","1997-05-11","28","8223","WR","Velus Jones"
"NULL","NULL","NULL","8427","RB","Player Invalid"
"NULL","1989-09-18","32","1490","WR","Terrance Williams"
"NULL","1992-06-16","26","2700","WR","Levi Norwood"
"NULL","1998-02-07","23","7001","RB","Brian Herrien"
"NULL","1983-05-14","38","232","RB","Frank Gore"
"NULL","1992-03-20","29","5786","WR","Marcus Peterson"
"NULL","1997-08-27","24","6159","RB","Mike Weber"
"NULL","1991-12-27","33","2820","RB","Dominique Brown"
"NULL","NULL","NULL","7960","WR","T.J. Simmons"
"NULL","1997-09-12","25","8663","WR","Jared Bernhardt"
"NULL","1998-11-13","25","7867","RB","Spencer Brown"
"NULL","1981-07-05","36","386","WR","Brandon Lloyd"
"JAX","1998-08-19","26","7535","TE","Hunter Long"
"NULL","1990-05-29","30","1139","TE","Ladarius Green"
"GB","2001-11-22","23","12482","WR","Savion Williams"
"GB","2002-03-27","23","13190","QB","Taylor Elgersma"
"NULL","1984-11-20","32","66","RB","Tashard Choice"
"MIA","NULL","NULL","8088","TE","Kalif Jackson"
"NULL","1988-09-24","33","919","WR","Aldrick Robinson"
"NULL","1990-11-05","26","1424","WR","Alan Bonner"
"NULL","1995-07-17","27","5142","QB","Kurt Benkert"
"NULL","1989-04-28","33","1546","RB","Kenjon Barner"
"TB","1999-02-28","26","11384","RB","Owen Wright"
"NULL","1995-04-06","26","5772","WR","Aaron Lacombe"
"NULL","1994-05-07","27","4164","TE","Michael Roberts"
"NULL","1995-01-29","26","5929","WR","Anthony Johnson"
"NULL","1995-12-27","26","5163","RB","Ryan Nall"
"NULL","NULL","NULL","5216","WR","Ervin Philips"
"TEN","2000-05-19","25","11959","WR","Bryce Oliver"
"DAL","1999-09-23","25","11511","TE","John Stephens"
"NULL","1994-10-26","27","4835","RB","Darrius Sims"
"NULL","1997-09-08","26","7530","WR","Frank Darby"
"NULL","2001-05-30","24","13119","QB","Collin Schlee"
"NULL","1997-10-14","26","6909","WR","Lynn Bowden"
"NULL","1984-10-08","32","65","WR","Domenik Hixon"
"NULL","1994-08-05","28","3445","WR","Marcus Johnson"
"NULL","1992-12-03","29","3178","WR","Josh Doctson"
"NULL","1997-03-04","25","7378","TE","Kyle Markway"
"NULL","1990-01-16","30","1628","TE","Joseph Fauria"
"NULL","1990-05-09","30","1742","WR","Brenton Bersin"
"NULL","1999-12-23","25","8253","WR","Deven Thompkins"
"NULL","1986-04-22","35","745","RB","Marshawn Lynch"
"NULL","2000-03-15","23","11526","WR","Malachi Carter"
"NULL","1969-10-10","48","462","QB","Brett Favre"
"NULL","1996-12-10","25","7465","QB","Nick Tiano"
"NULL","1997-06-07","27","6421","WR","Jalen Guyton"
"NULL","1993-05-28","29","4468","TE","Antony Auclair"
"BAL","2000-09-08","24","11964","WR","Dayton Wade"
"NULL","1993-08-28","30","3695","TE","J.P. Holtz"
"NULL","NULL","NULL","4941","WR","Dontre Wilson"
"NULL","1998-07-29","23","7623","WR","Darece Roberson"
"NYJ","1997-04-13","28","8861","WR","Irvin Charles"
"NULL","1996-07-16","25","6697","WR","Floyd Allen"
"NULL","1994-02-12","27","3170","QB","Paxton Lynch"
"NULL","1993-02-23","28","3407","TE","Beau Sandland"
"TB","1997-04-16","28","7703","WR","Jacob Harris"
"NULL","1995-02-16","26","5558","RB","Marcus Martin"
"DET","1993-11-23","31","4351","WR","Tim Patrick"
"NULL","1978-02-14","39","41","QB","David Garrard"
"NULL","2001-01-09","24","11276","WR","Joseph Ngata"
"NULL","1988-06-09","29","1432","WR","Jeremy Kelley"
"NULL","1990-11-10","29","2019","QB","Aaron Murray"
"NULL","2000-05-26","24","12355","WR","Treveyon Pratt"
"NULL","1991-09-26","33","2846","WR","Marquez Clark"
"NULL","1997-02-10","25","4863","QB","Josh Rosen"
"NULL","2001-01-08","23","11190","WR","Keilahn Harris"
"NULL","1985-01-18","35","469","TE","Matthew Mulligan"
"NULL","1988-03-31","29","542","TE","Dorin Dickerson"
"JAX","NULL","NULL","12909","WR","Eli Pancol"
"NULL","1994-12-28","27","5108","QB","Luke Falk"
"NULL","NULL","NULL","6490","TE","Mik'Quan Deane"
"NULL","1994-12-19","27","4108","WR","Carlos Henderson"
"NULL","1993-06-17","31","2410","WR","Jamison Crowder"
"PIT","2000-10-26","24","9220","RB","Evan Hull"
"NULL","1997-11-24","27","6984","RB","Tony Jones"
"NULL","1993-04-02","25","3901","RB","Brandon Johnson"
"WAS","2002-06-14","23","11596","TE","Ben Sinnott"
"IND","1990-05-05","31","1706","TE","Jack Doyle"
"BAL","1994-01-04","31","3198","RB","Derrick Henry"
"NULL","1991-09-23","33","3588","TE","Michael Miller"
"PIT","NULL","NULL","4926","QB","Nick Schuessler"
"NULL","1995-08-06","26","4829","WR","Daniel Williams"
"NULL","1991-06-19","29","2530","RB","Joey Iosefa"
"NULL","1988-09-10","29","935","TE","DJ Williams"
"NULL","1992-08-31","29","2495","TE","Nick O'Leary"
"TEN","2002-05-25","23","12522","QB","Cameron Ward"
"NULL","1997-05-04","27","6885","RB","Ke'Shawn Vaughn"
"NULL","1999-01-21","25","11387","WR","Sean Ryan"
"NULL","1991-07-21","30","2262","RB","Trey Millard"
"NULL","1998-08-16","23","7426","WR","Seth Dawkins"
"CLE","1999-09-12","25","8143","RB","Jerome Ford"
"BAL","1996-02-27","29","6694","RB","D'Ernest Johnson"
"MIN","2003-03-15","22","12496","WR","Tai Felton"
"NULL","1993-04-18","28","3599","WR","Dez Stewart"
"NULL","1988-03-16","32","1306","WR","Jeremy Ross"
"NULL","2001-02-02","24","11652","RB","Louis Rees-Zammit"
"NULL","1997-06-03","24","7734","TE","Bruno Labelle"
"NULL","1991-03-31","27","2041","WR","Torrence Allen"
"NULL","1991-03-29","30","2714","TE","Gabe Holmes"
"SEA","2002-09-06","22","12656","TE","Robbie Ouzts"
"CHI","1997-09-12","27","6847","WR","Devin Duvernay"
"NULL","1994-09-14","27","5211","WR","Jake Wieneke"
"TEN","1994-10-03","30","5257","QB","Tim Boyle"
"CLE","1993-04-10","32","2750","WR","DeAndre Carter"
"LAR","2001-05-29","24","9493","WR","Puka Nacua"
"NULL","2002-03-18","22","12019","WR","Devin Carter"
"CIN","1999-10-15","25","10226","WR","Andrei Iosivas"
"NULL","1995-04-02","26","4285","WR","Robert Davis"
"NULL","1998-12-09","24","8248","WR","Kalil Pimpleton"
"NULL","1996-06-22","25","5431","WR","Shay Fields"
"NULL","1992-11-24","29","2397","TE","Jeff Heuerman"
"NULL","1979-11-28","37","761","QB","Brian St Pierre"
"NULL","1995-09-15","26","5167","QB","Dalton Sturm"
"KC","NULL","NULL","13116","TE","Tre Watson"
"NULL","1999-01-02","24","8189","RB","Trestan Ebner"
"NULL","1993-07-24","28","3842","TE","Ryan O'Malley"
"NULL","1994-02-02","30","3312","RB","Jonathan Williams"
"NULL","1992-09-18","27","2245","TE","Troy Niklas"
"NE","1996-09-12","28","6996","RB","JaMycal Hasty"
"NULL","NULL","NULL","11614","WR","Player Invalid"
"NULL","1997-07-01","27","7191","WR","Jaylon Moore"
"NULL","1996-09-08","25","5976","RB","Karan Higdon"
"NULL","1991-10-22","28","1951","TE","C.J. Fiedorowicz"
"NULL","1984-05-30","33","50","QB","Jordan Palmer"
"NULL","1998-04-11","24","6906","TE","Antonio Gandy-Golden"
"NULL","1987-03-28","33","604","RB","Toby Gerhart"
"NULL","2000-11-13","24","12245","WR","Jelani Baker"
"BUF","2002-08-13","22","12765","TE","Keleki Latu"
"NULL","NULL","NULL","12095","TE","Jjay Mcafee"
"NYJ","2002-03-21","23","11617","WR","Malachi Corley"
"NULL","1983-02-06","34","723","RB","Michael Robinson"
"NULL","1986-03-10","34","831","WR","Andrew Hawkins"
"NULL","1993-01-27","31","2673","WR","Damiere Byrd"
"NULL","1996-05-28","25","6710","RB","Josh Caldwell"
"TEN","1994-12-20","30","4981","WR","Calvin Ridley"
"NYJ","1995-02-16","30","4171","WR","Josh Reynolds"
"NULL","1997-03-27","27","6926","TE","Brycen Hopkins"
"NULL","1996-12-27","25","7893","RB","Dedrick Mills"
"NO","1998-01-28","27","7946","TE","Jack Stoll"
"NULL","1986-08-24","34","669","RB","Arian Foster"
"NULL","1990-03-10","30","1495","QB","Ryan Nassib"
"NULL","1994-03-23","27","3275","WR","Ricardo Louis"
"LAC","1997-12-17","27","7729","WR","Dez Fitzpatrick"
"NULL","NULL","NULL","12465","RB","Player Invalid"
"NULL","1996-09-12","25","5279","WR","Quadree Henderson"
"NULL","1997-02-22","27","7439","TE","Tommy Hudson"
"NULL","1987-09-09","33","582","WR","Riley Cooper"
"NULL","1998-11-12","23","8077","RB","Otis Anderson"
"NULL","1992-03-05","33","2935","WR","Ricky Collins"
"NULL","1995-03-19","26","5722","WR","Darvin Kidsy"
"NULL","1994-10-07","28","3328","WR","Rashard Higgins"
"SF","1999-11-11","25","10224","TE","Brayden Willis"
"NULL","NULL","NULL","12463","RB","Player Invalid"
"NULL","1981-07-11","39","92","WR","Andre Johnson"
"NULL","1991-10-01","30","2373","TE","Clive Walford"
"NULL","1983-02-15","34","688","TE","Tony Scheffler"
"JAX","2001-08-21","23","12906","WR","Cam Camper"
"CLE","1998-06-06","27","8160","QB","Kenny Pickett"
"PIT","2001-08-17","23","9479","TE","Darnell Washington"
"NULL","1994-05-26","27","4244","RB","Devante Mays"
"LV","1998-08-24","26","7752","WR","Kawaan Baker"
"PHI","2002-08-29","22","11577","RB","Will Shipley"
"TEN","2001-12-14","23","12540","WR","Chimere Dike"
"NULL","1989-11-04","28","1173","WR","Jarrett Boykin"
"NULL","1993-02-27","28","3978","QB","Jacob Huesman"
"PHI","1997-06-30","28","5859","WR","A.J. Brown"
"NULL","1983-08-18","37","374","QB","Dan Orlovsky"
"SF","1996-06-07","29","4034","RB","Christian McCaffrey"
"NULL","1988-09-21","33","988","WR","Doug Baldwin"
"NYG","1996-11-26","28","6699","WR","Gunner Olszewski"
"NULL","1995-01-19","26","4738","WR","Colby Pearson"
"NULL","1991-11-15","27","2867","TE","Mike McFarland"
"NULL","1992-01-10","30","2487","WR","Geremy Davis"
"CLE","1996-07-05","29","5937","WR","Diontae Johnson"
"NULL","1999-04-10","24","11102","RB","Charles McClelland"
"NULL","1996-07-14","25","7056","WR","Darrell Stewart"
"KC","1994-06-01","27","4263","RB","Elijah McGuire"
"BUF","2002-09-06","22","12721","WR","Kaden Prather"
"LAC","2000-01-30","25","11940","WR","JaQuae Jackson"
"NULL","1992-02-14","26","2571","TE","Jeff Luc"
"NULL","1992-10-21","29","3883","RB","Romar Morris"
"NULL","1994-11-04","27","4162","WR","Ryan Switzer"
"NULL","2000-09-11","22","11148","WR","Tyler Hudson"
"NULL","1997-09-30","24","6967","WR","Aaron Fuller"
"NULL","1994-11-14","27","4678","TE","Tyrone Swoopes"
"NULL","1998-11-16","24","11351","TE","Thomas Greaney"
"NULL","1999-10-18","23","11163","QB","Tim DeMorat"
"NULL","1991-12-21","28","2295","WR","Kevin Smith"
"NULL","1991-01-27","30","2075","QB","Dustin Vaughan"
"NULL","1995-02-28","29","4455","RB","Matt Breida"
"NULL","1989-01-31","32","2291","WR","Dontrelle Inman"
"NULL","1998-09-08","24","8240","RB","BJ Baylor"
"NYJ","1999-03-05","26","7591","QB","Justin Fields"
"NULL","NULL","NULL","8824","WR","Samson Nacua"
"NULL","1995-06-27","26","6460","TE","Cole Herdman"
"NULL","1994-02-16","27","5714","WR","Tim Wilson"
"NULL","1999-11-10","25","12173","WR","Jaxon Janke"
"BAL","1994-12-26","30","5134","WR","Keith Kirkwood"
"NULL","1993-03-21","28","3447","WR","Cayleb Jones"
"NULL","1994-06-17","30","2309","WR","Amari Cooper"
"NULL","1998-01-11","26","7771","RB","Jake Funk"
"NULL","1994-02-16","27","3397","RB","Keith Marshall"
"NULL","1993-12-16","28","4599","WR","Michael Rector"
"NULL","1993-10-07","28","4406","QB","Wes Lunt"
"NULL","1993-04-16","29","2378","RB","Tevin Coleman"
"PHI","1997-02-09","28","4866","RB","Saquon Barkley"
"NULL","1998-03-13","25","8778","TE","Justin Rigg"
"NULL","1990-07-03","31","1500","TE","Jordan Reed"
"NO","2001-07-04","24","13217","QB","Hunter Dekkers"
"NULL","NULL","NULL","2921","TE","Taylor Sloat"
"NULL","1998-03-31","24","8424","RB","Kevin Marks"
"NULL","1993-05-04","25","3672","WR","David Richards"
"NULL","1998-10-08","24","8152","RB","Kennedy Brooks"
"NULL","1994-10-04","30","4068","WR","Mike Williams"
